"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.613464958E0,1.449361038E1,1.563738190E1,1.087772964E1,2.393569420E1
6.623510958E0,2.382550461E1,1.408256516E1,1.928903824E1,3.373485301E1
6.633557958E0,3.157893127E1,1.293130920E1,2.769570648E1,4.394883179E1
6.643604958E0,3.759896255E1,1.201386703E1,3.258618668E1,5.118471010E1
6.653651958E0,4.041415833E1,1.129087051E1,3.301145233E1,5.339048544E1
6.663698958E0,3.953877869E1,1.058329193E1,2.969599686E1,5.056850124E1
6.673745958E0,3.571902191E1,8.781937866E0,2.612711838E1,4.511759384E1
6.683792958E0,3.016093002E1,6.735243988E0,2.372027344E1,3.895762548E1
6.693839958E0,2.422068283E1,5.812413025E0,2.180874847E1,3.310660254E1
6.703886958E0,2.004137375E1,5.568869476E0,1.999601807E1,2.885324431E1
6.713933958E0,1.787058792E1,5.540578308E0,1.772299484E1,2.577131093E1
6.723979958E0,1.617536316E1,5.726342010E0,1.488369919E1,2.271470598E1
6.734026958E0,1.449510727E1,5.814209290E0,1.175475586E1,1.954705732E1
6.744073958E0,1.295795380E1,5.696853333E0,9.137448578E0,1.684801683E1
6.754120958E0,1.214065338E1,5.442083130E0,7.176975403E0,1.511690144E1
6.764167958E0,1.208302322E1,5.343288574E0,5.979765015E0,1.450199202E1
6.774214958E0,1.299223251E1,5.128784637E0,5.551206207E0,1.503058309E1
6.784261958E0,1.419977142E1,4.639601898E0,5.333558807E0,1.586210149E1
6.794308958E0,1.499806137E1,3.760180664E0,4.926704865E0,1.622816146E1
6.804355958E0,1.564591415E1,2.563419342E0,4.192631378E0,1.639950933E1
6.814402958E0,1.614856888E1,1.267414398E0,3.611839142E0,1.659602356E1
6.824448958E0,1.616997437E1,-4.032614136E-1,3.355721741E0,1.651942975E1
6.834495958E0,1.598810257E1,-2.265538788E0,3.063080292E0,1.643577046E1
6.844542958E0,1.560430069E1,-4.059707794E0,2.583178253E0,1.632936733E1
6.854589958E0,1.532243683E1,-5.633385315E0,2.344125366E0,1.649263545E1
6.864636958E0,1.514834885E1,-7.113357697E0,2.193538513E0,1.687850532E1
6.874683958E0,1.479119156E1,-8.388705597E0,1.846560059E0,1.710437118E1
6.884730958E0,1.428434555E1,-9.516161041E0,1.552122345E0,1.723394710E1
6.894777958E0,1.367586090E1,-1.066068100E1,1.254840546E0,1.738545126E1
6.904824958E0,1.264764908E1,-1.148337021E1,1.165027313E0,1.712273656E1
6.914871958E0,1.122231308E1,-1.226205093E1,1.138083344E0,1.666113555E1
6.924917958E0,9.169781342E0,-1.315105225E1,4.956193542E-1,1.603997206E1
6.934964958E0,5.419629822E0,-1.339684113E1,-9.325607300E-1,1.448162315E1
6.945011958E0,9.220825195E-2,-1.234557724E1,-3.218157806E0,1.275846070E1
6.955058958E0,-5.999074860E0,-1.078073135E1,-6.205794983E0,1.381032074E1
6.965105958E0,-1.154773636E1,-9.110205231E0,-9.311835938E0,1.740851352E1
6.975152958E0,-1.581925369E1,-8.160579987E0,-1.147004791E1,2.117559568E1
6.985199958E0,-1.865091522E1,-7.257657623E0,-1.274255173E1,2.372557391E1
6.995246958E0,-2.000844223E1,-6.887477417E0,-1.344159805E1,2.506893823E1
7.005293958E0,-1.861558868E1,-7.525600433E0,-1.258822266E1,2.369890617E1
7.015339958E0,-1.434167633E1,-9.361682281E0,-9.561067657E0,1.961475949E1
7.025386958E0,-1.014560211E1,-1.089973389E1,-5.378615112E0,1.583246480E1
7.035433958E0,-7.004833374E0,-1.195189590E1,-1.598525848E0,1.394527846E1
7.045480958E0,-4.141138458E0,-1.264390686E1,8.018824768E-1,1.332893184E1
7.055527958E0,-9.003776550E-1,-1.257100845E1,2.218087463E0,1.279690765E1
7.065574958E0,2.566413116E0,-1.196012878E1,3.413501587E0,1.269973031E1
7.075621958E0,6.548133087E0,-1.098370926E1,4.388873291E0,1.351969396E1
7.085668958E0,1.082818268E1,-9.111702118E0,5.478008423E0,1.517502000E1
7.095715958E0,1.429602127E1,-6.643335114E0,6.928641815E0,1.721964584E1
7.105762958E0,1.678384781E1,-4.079466705E0,8.000113678E0,1.903526766E1
7.115808958E0,1.813927917E1,-1.479074249E0,7.660020905E0,1.974581044E1
7.125855958E0,1.770413406E1,4.836442566E-1,6.781797180E0,1.896478441E1
7.135902958E0,1.682665878E1,1.967658234E0,5.774990845E0,1.789856542E1
7.145949958E0,1.547871185E1,3.164569244E0,4.492607574E0,1.642524100E1
7.155996958E0,1.336301147E1,3.923341370E0,3.537294159E0,1.436924261E1
7.166043958E0,1.237177277E1,4.878056030E0,3.024610291E0,1.363834519E1
7.176090958E0,1.297292267E1,6.108197937E0,2.897075500E0,1.462873375E1
7.186137958E0,1.403167099E1,7.339537354E0,3.554658051E0,1.622936207E1
7.196186083E0,1.468206848E1,8.429869995E0,4.799619141E0,1.759722100E1
7.206232083E0,1.380055161E1,8.793164520E0,6.203100586E0,1.750009782E1
7.216279083E0,1.157887161E1,8.583300934E0,6.550528107E0,1.583201633E1
7.226326083E0,9.450148315E0,8.465346222E0,5.716462555E0,1.391565068E1
7.236373083E0,8.821755066E0,8.711883545E0,5.256918182E0,1.346682836E1
7.246420083E0,9.243877258E0,8.776399384E0,5.893394623E0,1.404302507E1
7.256467083E0,9.782906342E0,8.721763000E0,7.227270813E0,1.496689179E1
7.266514083E0,9.922266541E0,8.427025909E0,8.057145081E0,1.530959587E1
7.276561083E0,9.962981873E0,7.651189270E0,8.180638275E0,1.499081544E1
7.286608083E0,1.122919876E1,6.931336212E0,6.574029236E0,1.474300468E1
7.296655083E0,1.513083527E1,5.912704468E0,4.376449127E0,1.682425502E1
7.306701083E0,2.223670853E1,4.939428406E0,6.206543427E0,2.360911562E1
7.316748083E0,3.027813629E1,4.462370453E0,1.067579956E1,3.241374683E1
7.326795083E0,3.830040390E1,4.721631317E0,1.549817139E1,4.158615223E1
7.336842083E0,4.428016891E1,5.128934326E0,2.173614944E1,4.959334148E1
7.346889083E0,4.618181442E1,3.931125183E0,2.418161407E1,5.227775997E1
7.356936083E0,4.272460373E1,1.771865387E0,2.168794968E1,4.794682922E1
7.366983083E0,3.565540421E1,-3.288661194E-1,1.902573578E1,4.041527711E1
7.377030083E0,2.826587082E1,-1.480571136E0,1.770428375E1,3.338552392E1
7.387077083E0,2.272050247E1,-1.311722260E0,1.768871613E1,2.882416566E1
7.397124083E0,1.980486557E1,-2.203417969E-1,1.818702988E1,2.688957617E1
7.407170083E0,1.849493958E1,1.370849304E0,1.792761932E1,2.579421548E1
7.417217083E0,1.744232849E1,3.031346283E0,1.659074936E1,2.426266366E1
7.427264083E0,1.617686005E1,4.371359711E0,1.470781494E1,2.229617472E1
7.437311083E0,1.528351776E1,5.442681885E0,1.285826111E1,2.070129416E1
7.447358083E0,1.508847336E1,6.036646729E0,1.105047043E1,1.965237972E1
7.457405083E0,1.562016769E1,6.520440674E0,9.861343231E0,1.958958590E1
7.467452083E0,1.668340668E1,6.534810791E0,8.749156036E0,1.993959733E1
7.477499083E0,1.741508514E1,5.955665131E0,7.289990387E0,1.979644154E1
7.487546083E0,1.756612106E1,4.702321472E0,5.797144775E0,1.908631248E1
7.497593083E0,1.745595016E1,2.915936279E0,4.914729767E0,1.836756514E1
7.507639083E0,1.759755569E1,6.747967529E-1,4.769681396E0,1.824497678E1
7.517686083E0,1.776505737E1,-1.524280243E0,5.375321960E0,1.862296378E1
7.527733083E0,1.745505203E1,-3.648063812E0,5.696853333E0,1.872007876E1
7.537780083E0,1.741313919E1,-5.557493134E0,5.198988647E0,1.900348993E1
7.547827083E0,1.746597931E1,-7.092101898E0,4.116739197E0,1.929522957E1
7.557874083E0,1.676783112E1,-8.467890930E0,2.894830170E0,1.900645624E1
7.567921083E0,1.558918213E1,-9.465266876E0,2.065404968E0,1.835428490E1
7.577968083E0,1.437011719E1,-1.024304947E1,2.106120300E0,1.777234011E1
7.588015083E0,1.351958588E1,-1.118938156E1,2.639461212E0,1.774678048E1
7.598061083E0,1.244512024E1,-1.201850739E1,3.171754303E0,1.758935937E1
7.608108083E0,1.077713882E1,-1.287322998E1,3.383563843E0,1.712644959E1
7.618155083E0,8.364905090E0,-1.383662659E1,3.057242432E0,1.645510874E1
7.628202083E0,5.476511536E0,-1.456815536E1,2.130220184E0,1.570863353E1
7.638249083E0,2.246827698E0,-1.520313492E1,6.514453125E-1,1.538206511E1
7.648296083E0,-1.529669037E0,-1.498369125E1,-1.056203613E0,1.509855811E1
7.658343083E0,-5.529351654E0,-1.371253464E1,-3.105442200E0,1.510798157E1
7.668390083E0,-9.049281921E0,-1.234243378E1,-4.646637268E0,1.599426187E1
7.678437083E0,-1.206715622E1,-1.142469223E1,-4.893324280E0,1.732294647E1
7.688483083E0,-1.423659485E1,-1.163036453E1,-4.733157349E0,1.898285517E1
7.698530083E0,-1.571342377E1,-1.289044418E1,-4.162543945E0,2.074613241E1
7.708577083E0,-1.724713440E1,-1.405352554E1,-2.716700592E0,2.241306956E1
7.718624083E0,-1.732152969E1,-1.433943100E1,-8.891510010E-1,2.250433873E1
7.728671083E0,-1.427356796E1,-1.415037415E1,7.485932922E-1,2.011288698E1
7.738718083E0,-9.404193878E0,-1.389126297E1,1.650916901E0,1.685620289E1
7.748765083E0,-4.151167603E0,-1.322484879E1,1.424737244E0,1.393408390E1
7.758812083E0,1.282832336E0,-1.196057785E1,5.667214966E-1,1.204251861E1
7.768859083E0,5.901777191E0,-1.063822769E1,-8.551716614E-1,1.219566238E1
7.778905083E0,8.984466705E0,-9.486522675E0,-2.059716797E0,1.322713830E1
7.788952083E0,1.099478622E1,-8.463999023E0,-2.323168945E0,1.406846536E1
7.798999083E0,1.226953537E1,-7.986492004E0,-1.568887482E0,1.472368706E1
7.809046083E0,1.244976059E1,-7.906109161E0,-5.938151550E-1,1.475993622E1
7.819093083E0,1.230740662E1,-7.945028229E0,2.140548706E-2,1.464910200E1
7.829140083E0,1.304133041E1,-7.709418182E0,1.021326141E0,1.518402235E1
7.839187083E0,1.550909866E1,-6.942562866E0,2.719245300E0,1.720830077E1
7.849234083E0,1.848341354E1,-5.229824524E0,4.413422241E0,1.970953923E1
7.859281083E0,2.063893112E1,-2.584226074E0,6.388564911E0,2.175907773E1
7.869328083E0,2.159110107E1,5.807922363E-2,8.693022766E0,2.327547343E1
7.879374083E0,2.171698929E1,2.493814087E0,1.080842377E1,2.438583107E1
7.889421083E0,2.068338867E1,4.837191010E0,1.220427109E1,2.449786147E1
7.899468083E0,1.842578339E1,6.422993317E0,1.239437576E1,2.311676636E1
7.909515083E0,1.638043671E1,7.659871216E0,1.285392014E1,2.218593240E1
7.919562083E0,1.510898071E1,8.749006348E0,1.339743988E1,2.200722167E1
7.929609083E0,1.417492310E1,1.000309845E1,1.299148407E1,2.167415700E1
7.939656083E0,1.319116882E1,1.099613342E1,1.193513077E1,2.091337447E1
7.949703083E0,1.219289474E1,1.168275558E1,1.075678116E1,2.002153344E1
7.959750083E0,1.088491470E1,1.195219528E1,9.525142365E0,1.876338661E1
7.969796083E0,9.480984192E0,1.189261917E1,8.293952637E0,1.732377275E1
7.979843083E0,7.794441376E0,1.128682892E1,7.120842133E0,1.545484442E1
7.989890083E0,6.111790466E0,1.056532928E1,5.938151550E0,1.357357025E1
7.999937083E0,5.124743042E0,1.037642212E1,5.420378265E0,1.277942204E1
8.009984083E0,6.138584747E0,1.091410400E1,5.825885010E0,1.381089516E1
8.020031083E0,1.071965836E1,1.117201767E1,6.297554169E0,1.671479113E1
8.030078083E0,1.831905533E1,1.016012192E1,8.630602570E0,2.265619488E1
8.040125083E0,2.632530624E1,8.232580261E0,1.321092773E1,3.058309563E1
8.050172083E0,3.234473877E1,6.253395996E0,1.737167542E1,3.724328388E1
8.060218083E0,3.566932526E1,5.501060486E0,2.040586578E1,4.146036407E1
8.070265083E0,3.732877441E1,5.021457825E0,2.215273315E1,4.369663630E1
8.080312083E0,3.730063293E1,4.154909821E0,2.225901215E1,4.363558312E1
8.090359083E0,3.487402908E1,3.397484894E0,2.198942276E1,4.136756606E1
8.100406083E0,3.025209045E1,3.270997925E0,2.268502625E1,3.795390388E1
8.110453083E0,2.516761368E1,3.959566040E0,2.341730347E1,3.460429226E1
8.120500083E0,2.185904388E1,5.467679901E0,2.319965607E1,3.234095491E1
8.130547083E0,2.064491867E1,7.370672607E0,2.182386703E1,3.093251774E1
8.140594083E0,1.972972183E1,8.911119232E0,1.958407471E1,2.919256672E1
8.150641083E0,1.832189941E1,9.912387085E0,1.686677536E1,2.680364764E1
8.160687083E0,1.730835709E1,1.024843826E1,1.416010391E1,2.459915150E1
8.170734083E0,1.728770004E1,1.028122009E1,1.188558380E1,2.336311541E1
8.180781083E0,1.798060913E1,9.979148254E0,9.750423889E0,2.275865705E1
8.190830458E0,1.884131927E1,9.259893951E0,7.456743622E0,2.227877854E1
8.200877458E0,1.908695847E1,8.060138855E0,5.467829590E0,2.142836863E1
8.210924458E0,1.891496613E1,6.424639893E0,4.151167603E0,2.040304227E1
8.220971458E0,1.885284531E1,4.591102753E0,3.740870819E0,1.976112636E1
8.231018458E0,1.889505753E1,2.689008179E0,3.949536896E0,1.948981287E1
8.241065458E0,1.908920380E1,7.216493225E-1,4.606221313E0,1.965033725E1
8.251111458E0,1.950264404E1,-1.544188843E0,5.561983795E0,2.033896034E1
8.261158458E0,2.000709503E1,-3.841012573E0,5.905369720E0,2.121109664E1
8.271205458E0,2.029434769E1,-5.902825012E0,5.625751190E0,2.187128180E1
8.281252458E0,2.031650162E1,-7.758665771E0,5.463787994E0,2.242342774E1
8.291299458E0,2.015977753E1,-9.478738861E0,5.682632904E0,2.299033356E1
8.301346458E0,1.975651611E1,-1.090078171E1,6.125861206E0,2.338104246E1
8.311393458E0,1.863010849E1,-1.188693100E1,6.400839386E0,2.300762517E1
8.321440458E0,1.722887238E1,-1.262803986E1,6.290518799E0,2.226818494E1
8.331487458E0,1.591071350E1,-1.337798035E1,5.749394073E0,2.156795527E1
8.341533458E0,1.450199295E1,-1.400173325E1,5.157973938E0,2.080771560E1
8.351580458E0,1.234632568E1,-1.457264603E1,4.730762329E0,1.967673454E1
8.361627458E0,9.238638153E0,-1.514999542E1,3.940106506E0,1.817688740E1
8.371674458E0,5.102888489E0,-1.589813965E1,3.165317688E0,1.699439764E1
8.381721458E0,4.047583008E-1,-1.633163818E1,2.630928955E0,1.654714544E1
8.391768458E0,-4.628075867E0,-1.660826294E1,1.866618347E0,1.734179195E1
8.401815458E0,-1.025816803E1,-1.658775558E1,5.682183838E-1,1.951170210E1
8.411862458E0,-1.591325821E1,-1.625065659E1,-1.076261902E0,2.277002341E1
8.421909458E0,-2.111613876E1,-1.538051605E1,-2.465223541E0,2.623983455E1
8.431955458E0,-2.562176926E1,-1.459090805E1,-3.706143036E0,2.971708522E1
8.442002458E0,-2.878708694E1,-1.487501724E1,-5.187013550E0,3.281566123E1
8.452049458E0,-3.045117645E1,-1.546718582E1,-6.238576813E0,3.471927167E1
8.462096458E0,-3.028876419E1,-1.600950806E1,-5.631738739E0,3.471930393E1
8.472143458E0,-2.675461349E1,-1.643148056E1,-3.454965363E0,3.158701762E1
8.482190458E0,-2.066827011E1,-1.698173630E1,-1.249900818E0,2.677907782E1
8.492237458E0,-1.406056091E1,-1.754052429E1,4.625381470E-2,2.248046941E1
8.502284458E0,-7.494165802E0,-1.790786041E1,4.340972900E-2,1.941277595E1
8.512330458E0,-7.695497131E-1,-1.781220932E1,-7.836204529E-1,1.784603790E1
8.522377458E0,6.222709808E0,-1.647818344E1,-1.550475769E0,1.768209891E1
8.532424458E0,1.230710724E1,-1.406100998E1,-1.674418030E0,1.876114511E1
8.542471458E0,1.567495377E1,-1.168814438E1,-2.007475433E0,1.965570788E1
8.552518458E0,1.658610901E1,-1.038465500E1,-2.808160400E0,1.976931553E1
8.562565458E0,1.526480667E1,-9.558373260E0,-2.715952148E0,1.821409394E1
8.572612458E0,1.349728226E1,-8.949738922E0,-1.640139313E0,1.627773056E1
8.582659458E0,1.294313461E1,-8.759185181E0,-7.102729797E-1,1.564456923E1
8.592705458E0,1.343755646E1,-8.679401093E0,1.052311707E-1,1.599721852E1
8.602752458E0,1.480780701E1,-7.790549469E0,1.169967041E0,1.677297327E1
8.612799458E0,1.693413528E1,-6.060746613E0,2.730471954E0,1.819211545E1
8.622846458E0,1.927152466E1,-3.631598053E0,5.182073822E0,2.028383731E1
8.632893458E0,2.057830719E1,-9.666897583E-1,7.811655579E0,2.203232123E1
8.642940458E0,2.045092209E1,1.817520447E0,9.884544983E0,2.278700999E1
8.652987458E0,1.980381775E1,4.635709991E0,1.076636124E1,2.301294285E1
8.663034458E0,1.921179886E1,6.814878387E0,1.079405365E1,2.306615219E1
8.673081458E0,1.932077225E1,9.086704102E0,1.111348938E1,2.407010756E1
8.683127458E0,2.000889130E1,1.158920013E1,1.139041351E1,2.577608990E1
8.693174458E0,2.039643539E1,1.405427399E1,1.138203094E1,2.725963724E1
8.703221458E0,1.957928467E1,1.570339462E1,1.089060287E1,2.735964586E1
8.713268458E0,1.685659653E1,1.575638443E1,8.671766968E0,2.464970667E1
8.723315458E0,1.288385788E1,1.508308456E1,5.051395569E0,2.046972963E1
8.733362458E0,9.889185333E0,1.497381180E1,2.117047577E0,1.806911500E1
8.743409458E0,1.010099487E1,1.503024445E1,2.272274780E0,1.825107060E1
8.753456458E0,1.590547440E1,1.411669418E1,8.052654419E0,2.274006186E1
8.763503458E0,2.458936615E1,1.192674820E1,1.753708145E1,3.247204145E1
8.773549458E0,3.238620255E1,1.022074585E1,2.598251907E1,4.276004044E1
8.783596458E0,3.838348114E1,9.627529449E0,3.006752426E1,4.969946643E1
8.793643458E0,4.289614700E1,1.005204666E1,3.043695602E1,5.354933577E1
8.803690458E0,4.505720306E1,9.108259277E0,2.826167953E1,5.396141645E1
8.813737458E0,4.365012909E1,6.800657959E0,2.586396561E1,5.119108746E1
8.823784458E0,3.890858917E1,5.568869476E0,2.537014252E1,4.678177797E1
8.833831458E0,3.350527542E1,5.270090790E0,2.495340912E1,4.210759984E1
8.843878458E0,2.950334747E1,5.469027100E0,2.274145889E1,3.765012247E1
8.853925458E0,2.642275360E1,5.819298706E0,1.851903946E1,3.278690238E1
8.863971458E0,2.353286316E1,6.035449219E0,1.386925873E1,2.797460694E1
8.874018458E0,2.069027435E1,5.944438477E0,1.003079086E1,2.374953825E1
8.884065458E0,1.874551849E1,5.761219482E0,7.201374664E0,2.089128791E1
8.894112458E0,1.801099594E1,5.739514618E0,5.491480408E0,1.968487643E1
8.904159458E0,1.812386124E1,5.580395508E0,4.408183136E0,1.946913554E1
8.914206458E0,1.887514893E1,5.144202576E0,3.724105682E0,1.991489468E1
8.924253458E0,1.982941452E1,4.386927338E0,3.332819366E0,2.058053684E1
8.934300458E0,2.047142944E1,3.278182983E0,3.108885040E0,2.096404239E1
8.944347458E0,2.074386292E1,1.617236938E0,2.988235931E0,2.102029633E1
8.954393458E0,2.069042404E1,-3.177891541E-1,3.379522247E0,2.096701714E1
8.964440458E0,2.070150101E1,-2.502645721E0,4.459676056E0,2.132379164E1
8.974487458E0,2.100027969E1,-4.788691864E0,5.263205109E0,2.217306125E1
8.984534458E0,2.124097916E1,-6.888076172E0,5.431455231E0,2.298098115E1
8.994581458E0,2.095761841E1,-9.131461029E0,5.105433197E0,2.342372297E1
9.004628458E0,2.012190628E1,-1.123847946E1,4.735552368E0,2.352913065E1
9.014675458E0,1.902558609E1,-1.257220596E1,4.603377228E0,2.326422943E1
9.024722458E0,1.734218674E1,-1.314401688E1,4.515360260E0,2.222397576E1
9.034769458E0,1.571417221E1,-1.317739746E1,4.209546204E0,2.093559866E1
9.044815458E0,1.454734863E1,-1.302740936E1,3.841311951E0,1.990212110E1
9.054862458E0,1.296064819E1,-1.299193314E1,3.319347382E0,1.864904274E1
9.064909458E0,1.069016968E1,-1.303549255E1,2.499801636E0,1.704267591E1
9.074956458E0,7.477550354E0,-1.316018326E1,1.706451416E0,1.523207665E1
9.085003458E0,3.626658325E0,-1.325209213E1,1.190773773E0,1.379088607E1
9.095050458E0,-6.140231323E-1,-1.374366989E1,1.010099487E0,1.379441146E1
9.105097458E0,-5.348377991E0,-1.406804535E1,1.124461670E0,1.509236433E1
9.115144458E0,-1.007794281E1,-1.366044296E1,1.406774597E0,1.703383832E1
9.125190458E0,-1.402463562E1,-1.319371353E1,1.178199921E0,1.929125802E1
9.135237458E0,-1.662008835E1,-1.283984940E1,-1.377136230E-2,2.100212510E1
9.145284458E0,-1.825992828E1,-1.214095276E1,-1.685494995E0,2.199246708E1
9.155331458E0,-1.957973373E1,-1.111977631E1,-2.565814362E0,2.266271832E1
9.165378458E0,-1.975367203E1,-1.086650299E1,-2.759361877E0,2.271348771E1
9.175425458E0,-1.878563507E1,-1.118234619E1,-2.334545288E0,2.198624691E1
9.185472458E0,-1.757300674E1,-1.150926636E1,-1.247206421E0,2.104350974E1
9.195516625E0,-1.611922989E1,-1.196985855E1,3.529660034E-1,2.008062925E1
9.205562625E0,-1.376043503E1,-1.242431351E1,2.090852051E0,1.865703086E1
9.215609625E0,-1.039034317E1,-1.277233978E1,3.448678436E0,1.682216626E1
9.225656625E0,-6.406078491E0,-1.284104691E1,3.954177246E0,1.488508801E1
9.235703625E0,-2.325713654E0,-1.265588196E1,3.322640533E0,1.328985449E1
9.245750625E0,1.481618958E0,-1.219918167E1,1.931882629E0,1.243975075E1
9.255797625E0,4.588558044E0,-1.122515717E1,3.817062378E-1,1.213279514E1
9.265844625E0,6.508764954E0,-1.003677841E1,-1.049168243E0,1.200840106E1
9.275891625E0,7.334897003E0,-8.907077637E0,-1.833537140E0,1.168326172E1
9.285938625E0,7.367080078E0,-8.094267883E0,-1.576820984E0,1.105791146E1
9.295984625E0,7.224726105E0,-7.564070435E0,-3.902384949E-1,1.046728785E1
9.306031625E0,7.322323151E0,-7.198829956E0,1.367556152E0,1.035904334E1
9.316078625E0,7.813302155E0,-6.660399628E0,3.072211304E0,1.071667374E1
9.326125625E0,8.884175262E0,-5.570216675E0,4.318070526E0,1.134026530E1
9.336172625E0,1.049093399E1,-3.958069153E0,5.281018066E0,1.239415827E1
9.346219625E0,1.210727280E1,-2.120191040E0,6.346352692E0,1.383320126E1
9.356266625E0,1.304357574E1,-3.285667419E-1,7.910001068E0,1.525814344E1
9.366313625E0,1.312874863E1,1.150357819E0,9.728719025E0,1.638094434E1
9.376359625E0,1.290870621E1,2.248324585E0,1.152049301E1,1.744739002E1
9.386406625E0,1.292202850E1,3.100801849E0,1.356254654E1,1.898779770E1
9.396453625E0,1.318218750E1,3.849544830E0,1.560983917E1,2.079077059E1
9.406500625E0,1.339145233E1,4.832700348E0,1.709969101E1,2.225051507E1
9.416547625E0,1.356314529E1,5.600453796E0,1.755669067E1,2.288146369E1
9.426594625E0,1.364382751E1,5.927823029E0,1.641306885E1,2.215134181E1
9.436641625E0,1.336720276E1,6.627019043E0,1.441547287E1,2.074621288E1
9.446688625E0,1.321886124E1,7.228019257E0,1.249616409E1,1.957387728E1
9.456734625E0,1.315224976E1,7.794441376E0,1.214304840E1,1.952405220E1
9.466781625E0,1.524175461E1,7.990383911E0,1.535671555E1,2.306482237E1
9.476828625E0,2.109922394E1,6.271807709E0,2.110700775E1,3.049620630E1
9.486875625E0,2.682706284E1,5.238207092E0,2.587459351E1,3.763807518E1
9.496922625E0,3.149315964E1,5.392236786E0,2.809118408E1,4.254421165E1
9.506969625E0,3.562531677E1,6.370751953E0,2.753898239E1,4.547686474E1
9.517016625E0,3.867327850E1,7.254663849E0,2.656301193E1,4.747469032E1
9.527063625E0,3.959850449E1,6.972799988E0,2.567251373E1,4.770471107E1
9.537110625E0,3.734808426E1,6.618636475E0,2.411949326E1,4.494925696E1
9.547156625E0,3.324661331E1,7.150929565E0,2.279325119E1,4.093904481E1
9.557203625E0,2.950125183E1,7.647447052E0,2.172207870E1,3.742533913E1
9.567250625E0,2.664653824E1,7.904462585E0,1.934636902E1,3.386444334E1
9.577297625E0,2.435570206E1,8.350235596E0,1.584170700E1,3.023055305E1
9.587344625E0,2.221365646E1,8.539142761E0,1.206595871E1,2.668240717E1
9.597391625E0,2.018851776E1,8.255632324E0,8.327931976E0,2.334708045E1
9.607438625E0,1.831920502E1,7.957602081E0,5.277724915E0,2.065843856E1
9.617485625E0,1.705014404E1,7.792645111E0,3.032094727E0,1.899016398E1
9.627531625E0,1.644869476E1,7.483537903E0,1.864971771E0,1.816703109E1
9.637578625E0,1.638163422E1,6.825057220E0,1.834884338E0,1.784113635E1
9.647625625E0,1.627580429E1,5.796695709E0,2.336042175E0,1.743446528E1
9.657672625E0,1.607028168E1,4.455335083E0,2.704725494E0,1.689436308E1
9.667719625E0,1.644959290E1,3.212469635E0,3.007246399E0,1.702799455E1
9.677766625E0,1.705538315E1,1.714085541E0,3.379971313E0,1.747135912E1
9.687813625E0,1.720342529E1,-3.475772095E-1,3.394341431E0,1.753853487E1
9.697860625E0,1.708606934E1,-2.456840973E0,3.199446716E0,1.755580509E1
9.707906625E0,1.685539902E1,-4.542753296E0,3.485801239E0,1.780145763E1
9.717953625E0,1.601130432E1,-6.949149170E0,4.288132782E0,1.797333088E1
9.728000625E0,1.499701355E1,-8.734187164E0,5.211412811E0,1.812057572E1
9.738047625E0,1.438254135E1,-9.906998291E0,6.092031555E0,1.849645802E1
9.748094625E0,1.432775528E1,-1.078327606E1,7.697293396E0,1.951440339E1
9.758141625E0,1.454495361E1,-1.157827286E1,9.068142700E0,2.068437309E1
9.768188625E0,1.407029068E1,-1.246443008E1,9.218579865E0,2.093602904E1
9.778235625E0,1.250888763E1,-1.280467255E1,8.313412170E0,1.973688757E1
9.788281625E0,1.040576111E1,-1.317036209E1,7.191495209E0,1.826077504E1
9.798328625E0,6.889872437E0,-1.386551651E1,6.117179260E0,1.664760561E1
9.808375625E0,5.722599792E-1,-1.381611923E1,4.420906677E0,1.451747388E1
9.818422625E0,-7.150779877E0,-1.433613785E1,1.575922852E0,1.609788912E1
9.828469625E0,-1.452534439E1,-1.466051331E1,-9.496252441E-1,2.065957570E1
9.838516625E0,-2.023327469E1,-1.444391373E1,-3.102448425E0,2.505268917E1
9.848563625E0,-2.437830505E1,-1.419483170E1,-3.790866852E0,2.846340942E1
9.858610625E0,-2.677542023E1,-1.484403168E1,-3.647315369E0,3.083133656E1
9.868656625E0,-2.821482697E1,-1.594618973E1,-2.458637238E0,3.250234337E1
9.878703625E0,-2.729798355E1,-1.703263046E1,-2.829116821E-2,3.217594143E1
9.888750625E0,-2.314621719E1,-1.840183319E1,2.930156708E0,2.971465385E1
9.898797625E0,-1.652054535E1,-1.943962509E1,5.706882477E0,2.614184289E1
9.908844625E0,-8.717571716E0,-1.966311035E1,7.423213348E0,2.275385817E1
9.918891625E0,-1.147064667E0,-1.910013107E1,7.594606934E0,2.058661747E1
9.928938625E0,6.154601440E0,-1.741463608E1,6.559509430E0,1.960040389E1
9.938985625E0,1.247206421E1,-1.486034775E1,4.976102142E0,2.002857742E1
9.949031625E0,1.586251373E1,-1.242266693E1,3.325484619E0,2.042059851E1
9.959078625E0,1.701137466E1,-1.019769379E1,2.147434387E0,1.994971932E1
9.969125625E0,1.713995728E1,-8.233777771E0,1.551074524E0,1.907823535E1
9.979172625E0,1.695000229E1,-6.822213135E0,1.757345581E0,1.835574660E1
9.989219625E0,1.683234695E1,-5.828280029E0,2.568359070E0,1.799703366E1
9.999266625E0,1.667337753E1,-4.970563660E0,4.298910370E0,1.792173685E1
1.000931362E1,1.691213104E1,-3.541186066E0,6.936725006E0,1.861929991E1
