"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.404814996E1,1.697799408E1,-4.964875488E0,4.364174652E0,1.821944818E1
1.405819696E1,1.713486786E1,-6.244414673E0,5.167554016E0,1.895521104E1
1.406824296E1,1.817849762E1,-7.116800537E0,6.531667328E0,2.058565772E1
1.407828996E1,1.984423370E1,-8.035440216E0,8.303532715E0,2.296324381E1
1.408833696E1,2.136177795E1,-8.943751373E0,9.834099884E0,2.516000331E1
1.409838396E1,2.222293716E1,-9.826316071E0,1.054557037E1,2.648819507E1
1.410843096E1,2.271661057E1,-1.067984116E1,1.067235672E1,2.727641107E1
1.411847796E1,2.331746109E1,-1.169443130E1,1.053569092E1,2.813297884E1
1.412852396E1,2.345292938E1,-1.311991699E1,1.004830444E1,2.869042594E1
1.413857096E1,2.186009171E1,-1.460572723E1,9.110803986E0,2.782440703E1
1.414861796E1,1.815843933E1,-1.588646393E1,7.325316925E0,2.521445861E1
1.415866496E1,1.248463806E1,-1.707933334E1,4.731061707E0,2.167839385E1
1.416871196E1,4.817881165E0,-1.795306641E1,1.583107910E0,1.865558369E1
1.417875896E1,-3.724704437E0,-1.766611313E1,-1.003812561E0,1.808238413E1
1.418880496E1,-1.157363251E1,-1.703053482E1,-2.211052094E0,2.070934178E1
1.419885221E1,-1.828477661E1,-1.658221710E1,-2.670895844E0,2.482814259E1
1.420889921E1,-2.569376953E1,-1.636082748E1,-4.276906128E0,3.075936272E1
1.421894621E1,-3.220807297E1,-1.734547989E1,-7.165748749E0,3.727698475E1
1.422899321E1,-3.559852249E1,-1.821786575E1,-8.458909607E0,4.087417997E1
1.423904021E1,-3.595223694E1,-1.890867920E1,-8.605754242E0,4.152301164E1
1.424908621E1,-3.315889572E1,-1.946716782E1,-9.113947449E0,3.951641464E1
1.425913321E1,-2.736309814E1,-1.920745789E1,-9.890233154E0,3.486376759E1
1.426918021E1,-1.985336472E1,-1.856993362E1,-1.037866745E1,2.909837218E1
1.427922721E1,-1.135014725E1,-1.767898636E1,-1.005040009E1,2.328911641E1
1.428927421E1,-3.677851868E0,-1.703397766E1,-8.682694244E0,1.946977577E1
1.429932121E1,2.875071259E0,-1.683683762E1,-6.439608765E0,1.825414191E1
1.430936721E1,8.838819580E0,-1.650138519E1,-2.979703674E0,1.895518607E1
1.431941421E1,1.369187759E1,-1.565145264E1,1.368903351E0,2.084009064E1
1.432946121E1,1.631487305E1,-1.445169754E1,4.436174927E0,2.224199389E1
1.433950821E1,1.650303177E1,-1.288804916E1,6.223907318E0,2.184465360E1
1.434955521E1,1.573003922E1,-1.163081360E1,7.363936615E0,2.090305052E1
1.435960221E1,1.445978073E1,-1.068747528E1,7.646099854E0,1.953894136E1
1.436964821E1,1.405008270E1,-9.343420258E0,7.973469086E0,1.866227573E1
1.437969521E1,1.551089493E1,-7.166497192E0,9.170380096E0,1.939181308E1
1.438974221E1,1.742900620E1,-4.456831970E0,1.063224014E1,2.089684518E1
1.439978921E1,1.832339630E1,-1.216520233E0,1.241188934E1,2.216487696E1
1.440983621E1,1.818388641E1,1.867067413E0,1.464838852E1,2.342466546E1
1.441988321E1,1.779529449E1,4.327800293E0,1.596984055E1,2.429893349E1
1.442992921E1,1.686512878E1,6.727460175E0,1.549383041E1,2.386943800E1
1.443997621E1,1.566073334E1,9.112450562E0,1.383782410E1,2.279869952E1
1.445002321E1,1.437475754E1,1.095931000E1,1.190788742E1,2.164573659E1
1.446007021E1,1.328816711E1,1.236952744E1,1.054137909E1,2.099288611E1
1.447011721E1,1.238629257E1,1.309387115E1,9.894873505E0,2.056157161E1
1.448016421E1,1.103819595E1,1.305001236E1,9.545799408E0,1.957720304E1
1.449021121E1,9.082363129E0,1.267698807E1,1.003004242E1,1.854176630E1
1.450025721E1,7.541766815E0,1.279958313E1,1.111798004E1,1.855578226E1
1.451030421E1,7.447013855E0,1.550879929E1,1.180864380E1,2.086683826E1
1.452035121E1,1.122695343E1,2.225901215E1,1.158530823E1,2.749049785E1
1.453039821E1,1.734233643E1,1.690150314E1,1.204739731E1,2.704731453E1
1.454044521E1,1.767823792E1,1.591475510E1,1.736643631E1,2.945153028E1
1.455049121E1,1.778032562E1,1.624631561E1,2.199870346E1,3.261940686E1
1.456053821E1,2.475956223E1,1.062026505E1,2.335742798E1,3.565663182E1
1.457058521E1,3.273392944E1,7.179520111E0,2.472782822E1,4.164758257E1
1.458063221E1,3.795641922E1,6.430028687E0,2.485072266E1,4.582132086E1
1.459067921E1,4.105752045E1,5.635331268E0,2.416754333E1,4.797444210E1
1.460072621E1,4.253644501E1,4.309388580E0,2.299158875E1,4.854413597E1
1.461077321E1,4.064887024E1,2.844085693E0,2.050181625E1,4.561517231E1
1.462081921E1,3.547787338E1,2.065554657E0,1.841784988E1,4.002703099E1
1.463086621E1,2.897255127E1,1.377734985E0,1.714654358E1,3.369437397E1
1.464091321E1,2.259057266E1,2.124082947E-1,1.505808655E1,2.715004716E1
1.465096021E1,1.719863525E1,-4.981640625E-1,1.286155426E1,2.148163867E1
1.466100721E1,1.365879639E1,-4.825964355E-1,1.111887817E1,1.761888390E1
1.467105421E1,1.198961746E1,-2.531236267E-1,9.712852020E0,1.543225495E1
1.468110021E1,1.094254486E1,6.601272583E-2,8.380173340E0,1.378299499E1
1.469114721E1,1.014844620E1,4.291575623E-1,7.342531128E0,1.253347118E1
1.470119421E1,9.951605530E0,7.861651611E-1,6.818770294E0,1.208917436E1
1.471124121E1,1.017209702E1,9.445358276E-1,6.558162231E0,1.213973630E1
1.472128821E1,1.038315811E1,6.620732117E-1,6.642736359E0,1.234399691E1
1.473133521E1,1.065080154E1,2.278262329E-1,6.414910126E0,1.243553578E1
1.474138121E1,1.085752167E1,-1.017883301E-2,5.616021423E0,1.222397550E1
1.475142821E1,1.159084671E1,-3.847000122E-2,4.669389954E0,1.249609579E1
1.476147521E1,1.259241394E1,-2.188449097E-1,4.196074219E0,1.327493204E1
1.477152221E1,1.351479584E1,-5.842350769E-1,4.235292664E0,1.417493355E1
1.478156921E1,1.421548874E1,-1.463955688E0,4.376748505E0,1.494587615E1
1.479161621E1,1.477562393E1,-2.909948730E0,4.581522675E0,1.574094070E1
1.480166221E1,1.481574051E1,-4.433929596E0,4.886737976E0,1.621869620E1
1.481170921E1,1.423030792E1,-5.876629486E0,4.677173767E0,1.609075487E1
1.482175621E1,1.336286179E1,-7.225773926E0,3.801195374E0,1.565972446E1
1.483180321E1,1.238404724E1,-8.316555634E0,2.664608917E0,1.515354296E1
1.484185021E1,1.120000946E1,-9.236392822E0,1.815724182E0,1.463037999E1
1.485189721E1,9.908195801E0,-1.011506561E1,9.446855164E-1,1.419081841E1
1.486194321E1,8.447832642E0,-1.075528427E1,8.711883545E-2,1.367660798E1
1.487199021E1,6.817872162E0,-1.106169708E1,-4.796026611E-1,1.300286668E1
1.488203721E1,4.632267151E0,-1.138756943E1,-8.202941895E-1,1.232101940E1
1.489208421E1,6.253994751E-1,-1.171927963E1,-9.333091736E-1,1.177300750E1
1.490213121E1,-5.594316559E0,-1.095931000E1,-1.115480347E0,1.235504552E1
1.491217821E1,-1.218451218E1,-9.334289246E0,-2.347418518E0,1.552744881E1
1.492222421E1,-1.678175217E1,-7.958799591E0,-4.440515900E0,1.909680283E1
1.493227121E1,-1.859747635E1,-6.102509766E0,-5.782924347E0,2.040953125E1
1.494231821E1,-1.836605759E1,-4.780159607E0,-5.979465637E0,1.989763821E1
1.495236521E1,-1.798330353E1,-4.574337616E0,-6.155050507E0,1.955015133E1
1.496241221E1,-1.780232986E1,-4.643942871E0,-6.476581879E0,1.950474985E1
1.497245821E1,-1.627445709E1,-5.296286316E0,-6.269412689E0,1.822674238E1
1.498250521E1,-1.341420502E1,-6.197412415E0,-5.087769928E0,1.562799474E1
1.499255221E1,-1.017254608E1,-7.064858551E0,-3.779789886E0,1.294912089E1
1.500259921E1,-6.680757294E0,-7.821834412E0,-2.735261993E0,1.064402507E1
1.501264621E1,-2.957549744E0,-8.505911865E0,-1.782792664E0,9.180195359E0
1.502269321E1,7.238946533E-1,-8.837921448E0,-7.604187012E-1,8.900062673E0
1.503273921E1,3.975433044E0,-8.946445770E0,5.752537537E-1,9.806828065E0
1.504278621E1,6.557413788E0,-8.835376740E0,2.072140961E0,1.119630858E1
1.505283321E1,8.347541199E0,-8.715476074E0,3.662433929E0,1.261167671E1
1.506288021E1,9.483079834E0,-8.425229645E0,5.530698853E0,1.383842215E1
1.507292721E1,1.035426819E1,-7.667056274E0,7.120991821E0,1.472084054E1
1.508297421E1,1.151046387E1,-6.136638794E0,8.014483795E0,1.530950896E1
1.509302021E1,1.271201523E1,-4.228556671E0,7.975415039E0,1.559112785E1
1.510306721E1,1.440140213E1,-2.277663574E0,7.060218201E0,1.619983999E1
1.511311421E1,1.642010422E1,3.537144470E-1,6.131100311E0,1.753098193E1
1.512316121E1,1.718815704E1,2.736758881E0,6.380930786E0,1.853749901E1
1.513320821E1,1.667532349E1,4.316873016E0,8.016878815E0,1.899926714E1
1.514325521E1,1.543500275E1,5.577102356E0,9.591304779E0,1.900885341E1
1.515330121E1,1.357227631E1,6.524182892E0,1.095990875E1,1.862501668E1
1.516334821E1,1.183094742E1,6.828799438E0,1.159279266E1,1.791637967E1
1.517339521E1,1.090153015E1,7.222780151E0,1.184846100E1,1.764647106E1
1.518344221E1,1.029708710E1,7.602390747E0,1.277009445E1,1.808042201E1
1.519348862E1,9.733509064E0,7.717950439E0,1.373618546E1,1.852000941E1
1.520353562E1,8.403524780E0,7.871980133E0,1.450753143E1,1.852176472E1
1.521358162E1,6.634054413E0,7.469317474E0,1.504416550E1,1.805902259E1
1.522362862E1,4.723427582E0,6.519392853E0,1.492935425E1,1.696168829E1
1.523367563E1,2.834804993E0,6.021079102E0,1.441008408E1,1.587261906E1
1.524372262E1,1.110839996E0,5.833070068E0,1.358769424E1,1.482848970E1
1.525376962E1,-3.984713745E-1,6.592440948E0,1.294103897E1,1.452892105E1
1.526381662E1,-5.424719238E-1,7.832761688E0,1.300735107E1,1.519334109E1
1.527386262E1,3.206482086E0,8.310717773E0,1.438912766E1,1.692325477E1
1.528390962E1,1.192689789E1,8.137078857E0,1.800545746E1,2.307941602E1
1.529395662E1,2.285357574E1,8.367898865E0,2.485805740E1,3.478836980E1
1.530400363E1,3.248290146E1,8.325536957E0,3.209610580E1,4.641781404E1
1.531405062E1,3.834246643E1,8.169411621E0,3.614817947E1,5.332518071E1
1.532409762E1,4.007810715E1,7.628885651E0,3.560900070E1,5.415215139E1
1.533414362E1,3.936304413E1,6.920858002E0,3.113645142E1,5.066385423E1
1.534419062E1,3.739194305E1,6.532715149E0,2.545097443E1,4.570104891E1
1.535423762E1,3.433380249E1,6.243067474E0,2.051034851E1,4.047789867E1
1.536428462E1,2.988699966E1,5.840853882E0,1.688773178E1,3.482159973E1
1.537433162E1,2.469354950E1,5.221591644E0,1.418375473E1,2.895194820E1
1.538437862E1,1.973795471E1,4.575086060E0,1.210457840E1,2.360167551E1
1.539442462E1,1.580922455E1,4.077371063E0,1.013452515E1,1.921627268E1
1.540447162E1,1.347228424E1,3.976331177E0,7.899373169E0,1.611563678E1
1.541451862E1,1.264675095E1,4.242178345E0,6.112239532E0,1.467296353E1
1.542456562E1,1.241488312E1,4.211192780E0,5.290747833E0,1.413702515E1
1.543461262E1,1.201775894E1,3.658542023E0,5.235512695E0,1.360963089E1
1.544465962E1,1.149055527E1,2.847678223E0,5.521268463E0,1.306240931E1
1.545470562E1,1.149699188E1,2.165097656E0,5.861660614E0,1.308539397E1
1.546475262E1,1.191836563E1,1.343905334E0,6.198460236E0,1.350090479E1
1.547479962E1,1.251801865E1,3.577560425E-1,6.029162292E0,1.389890565E1
1.548484662E1,1.323442886E1,-6.286926270E-1,5.459746399E0,1.433018466E1
1.549489363E1,1.414708099E1,-1.771266632E0,4.774920502E0,1.503586219E1
1.550493962E1,1.503698044E1,-3.220702515E0,3.727847900E0,1.582341794E1
1.551498662E1,1.566163147E1,-4.810696106E0,2.364033966E0,1.655349371E1
1.552503362E1,1.577898743E1,-6.121220856E0,1.383572845E0,1.698116789E1
1.553508062E1,1.551493652E1,-7.135960693E0,1.047970734E0,1.710945449E1
1.554512762E1,1.550281174E1,-8.129893799E0,9.312135315E-1,1.752996017E1
1.555517462E1,1.493264740E1,-8.624315643E0,1.408720551E0,1.730165519E1
1.556522062E1,1.437490723E1,-8.753347321E0,1.758543091E0,1.692192427E1
1.557526762E1,1.365011444E1,-9.082213440E0,1.726958771E0,1.648619458E1
1.558531463E1,1.219948105E1,-9.560768280E0,1.048569489E0,1.553496463E1
1.559536162E1,9.990225220E0,-1.000549347E1,1.422042847E-1,1.413982749E1
1.560540862E1,7.170239410E0,-1.023212219E1,-4.064048767E-1,1.250095287E1
1.561545562E1,3.773203583E0,-1.023002655E1,-5.436694336E-1,1.091723797E1
1.562550162E1,-1.126707001E0,-9.882748718E0,-5.279521179E-1,9.960769264E0
1.563554862E1,-7.349117432E0,-9.056317291E0,-1.241667938E0,1.172894493E1
1.564559562E1,-1.329086151E1,-8.410111084E0,-2.828518066E0,1.598053449E1
1.565564262E1,-1.826965805E1,-7.930209045E0,-4.567901001E0,2.043365705E1
1.566568962E1,-2.182775894E1,-7.378755798E0,-5.816304932E0,2.376397485E1
1.567573563E1,-2.315714447E1,-7.619455261E0,-7.498506775E0,2.550562766E1
1.568578262E1,-2.244507523E1,-7.983797607E0,-8.843160553E0,2.541109826E1
1.569582962E1,-1.995111145E1,-8.218659210E0,-8.922645264E0,2.334966393E1
1.570587662E1,-1.566672089E1,-8.946146393E0,-7.714208221E0,1.962112859E1
1.571592362E1,-1.072699310E1,-1.016266663E1,-5.645659790E0,1.581839589E1
1.572597062E1,-5.671555939E0,-1.105017105E1,-3.007396088E0,1.277956409E1
1.573601662E1,-1.481020203E0,-1.179053146E1,-4.424798584E-1,1.189141882E1
1.574606362E1,1.369202728E0,-1.236339020E1,1.751358032E0,1.256166343E1
1.575611062E1,3.156935120E0,-1.253702911E1,3.815415802E0,1.347964154E1
1.576615762E1,4.445006561E0,-1.236997650E1,5.759273529E0,1.435073634E1
1.577620462E1,5.506299591E0,-1.174966644E1,6.850055237E0,1.467301106E1
1.578625162E1,6.466852112E0,-1.066562073E1,6.583759003E0,1.410395421E1
1.579629762E1,8.020171967E0,-9.248068542E0,5.364394684E0,1.336512852E1
1.580634462E1,9.998757477E0,-7.573949890E0,3.922293549E0,1.314245999E1
1.581639162E1,1.167467239E1,-5.513933716E0,3.307671661E0,1.332824566E1
1.582643862E1,1.340342743E1,-3.247945862E0,3.971990204E0,1.435192410E1
1.583648562E1,1.586505844E1,-3.589535522E-1,5.905070343E0,1.693218187E1
1.584653162E1,1.745430359E1,2.620151367E0,9.277108154E0,1.993947448E1
1.585657862E1,1.681573151E1,4.726271667E0,1.288939636E1,2.170813231E1
1.586662562E1,1.500210297E1,5.936055908E0,1.490570343E1,2.196542392E1
1.587667262E1,1.328427521E1,6.912026367E0,1.492860580E1,2.114500763E1
1.588671962E1,1.253583160E1,7.804470520E0,1.428898590E1,2.054828344E1
1.589676662E1,1.234632568E1,8.319699097E0,1.355730743E1,2.013578247E1
1.590681262E1,1.214604218E1,8.819060669E0,1.329610062E1,2.005214361E1
1.591685962E1,1.163380737E1,9.089398499E0,1.344399307E1,1.996756342E1
1.592690662E1,1.080797470E1,9.006171570E0,1.308039917E1,1.920990073E1
1.593695363E1,9.546847229E0,8.426876221E0,1.188244034E1,1.741685744E1
1.594700062E1,7.893834686E0,7.870333557E0,1.055799454E1,1.535337178E1
1.595704663E1,6.679859161E0,7.458689575E0,9.257947998E0,1.363679470E1
1.596709362E1,5.982010345E0,7.419770508E0,7.787106628E0,1.230757782E1
1.597714062E1,5.902226257E0,8.414152679E0,6.467600555E0,1.214347961E1
1.598718762E1,7.847730560E0,9.280700684E0,7.238048401E0,1.414594022E1
1.599723462E1,1.254496262E1,9.245673523E0,1.092967163E1,1.903460764E1
1.600728162E1,1.861558868E1,9.119635620E0,1.686842194E1,2.672548511E1
1.601732762E1,2.521506500E1,8.628806305E0,2.408596298E1,3.592199068E1
1.602737463E1,3.174089447E1,8.450527039E0,2.976440460E1,4.432624020E1
1.603742162E1,3.604564270E1,9.293723602E0,3.224624359E1,4.924918153E1
1.604746862E1,3.768114166E1,9.952653351E0,3.108450943E1,4.985148415E1
1.605751562E1,3.757411423E1,1.017104919E1,2.709365845E1,4.742710860E1
1.606756262E1,3.573249390E1,1.078926361E1,2.401186707E1,4.438230604E1
1.607760862E1,3.211766098E1,1.070603668E1,2.225961090E1,4.051732525E1
1.608765562E1,2.784584427E1,1.018227585E1,2.037652679E1,3.597600073E1
1.609770262E1,2.394286057E1,9.812395020E0,1.795725769E1,3.149613900E1
1.610774962E1,2.069521408E1,9.338630219E0,1.461321167E1,2.700088620E1
1.611779662E1,1.799692520E1,8.747808838E0,1.083012863E1,2.275313522E1
1.612784262E1,1.570339462E1,8.165669403E0,8.144413605E0,1.948348615E1
1.613788962E1,1.410651535E1,7.253616028E0,7.113507385E0,1.738420859E1
1.614793662E1,1.353051315E1,6.409371643E0,7.579039307E0,1.678084229E1
1.615798362E1,1.364427658E1,5.659281464E0,8.305628357E0,1.694630380E1
1.616803062E1,1.410307251E1,4.913232880E0,8.820258179E0,1.734455148E1
1.617807762E1,1.470497086E1,3.729644165E0,9.140142975E0,1.771125707E1
1.618812362E1,1.517125122E1,2.355950775E0,8.903036041E0,1.774771586E1
1.619817325E1,1.542257858E1,6.809339905E-1,8.311166840E0,1.753268649E1
1.620822025E1,1.574321182E1,-1.217118988E0,8.059540100E0,1.772812127E1
1.621826725E1,1.586865097E1,-3.086581421E0,7.401957550E0,1.778004623E1
1.622831425E1,1.604797806E1,-4.903353424E0,7.484436035E0,1.837381989E1
1.623836025E1,1.634211639E1,-7.006330261E0,8.653954010E0,1.977484139E1
1.624840725E1,1.639181305E1,-9.107510834E0,9.819131012E0,2.116727716E1
1.625845425E1,1.564426758E1,-1.112860794E1,1.035965698E1,2.181539630E1
1.626850125E1,1.442190948E1,-1.251951553E1,1.045246399E1,2.177116776E1
1.627854825E1,1.332753525E1,-1.356643845E1,9.614207153E0,2.130972611E1
1.628859525E1,1.230875381E1,-1.435080734E1,8.164022827E0,2.059374567E1
1.629864125E1,1.121872055E1,-1.458521988E1,6.723867645E0,1.959078165E1
1.630868825E1,9.828411713E0,-1.439855804E1,5.134622498E0,1.817362096E1
1.631873525E1,7.936645660E0,-1.421234528E1,3.330574036E0,1.661546948E1
1.632878225E1,5.552104340E0,-1.384141663E1,1.413360901E0,1.498026254E1
1.633882925E1,2.105521545E0,-1.348216370E1,-6.786886597E-1,1.366245136E1
1.634887525E1,-3.124153290E0,-1.291529251E1,-3.004701691E0,1.362326491E1
1.635892225E1,-9.856253815E0,-1.248448837E1,-5.701793060E0,1.689729663E1
1.636896925E1,-1.736059845E1,-1.194051956E1,-7.360793152E0,2.231922180E1
1.637901625E1,-2.411036224E1,-1.099014587E1,-8.427924042E0,2.780508546E1
1.638906325E1,-2.796305054E1,-1.150761978E1,-9.178014221E0,3.160052932E1
1.639910925E1,-2.760664169E1,-1.267204834E1,-8.088729401E0,3.143461497E1
1.640915625E1,-2.427322357E1,-1.333831284E1,-4.631369019E0,2.808112446E1
1.641920325E1,-2.004466690E1,-1.391536285E1,-6.077362061E-1,2.440891923E1
1.642925025E1,-1.552885757E1,-1.415411636E1,3.208428040E0,2.125508029E1
1.643929725E1,-1.157842255E1,-1.402149216E1,6.074667664E0,1.917195082E1
1.644934425E1,-8.418493652E0,-1.413420776E1,7.124135284E0,1.792763699E1
1.645939025E1,-6.286477203E0,-1.430575104E1,6.559060364E0,1.694684576E1
1.646943725E1,-4.396208038E0,-1.423839111E1,4.913681946E0,1.569084755E1
1.647948425E1,-1.395997009E0,-1.401730087E1,2.665507050E0,1.433661254E1
1.648953125E1,2.217039642E0,-1.359278366E1,3.023712158E-1,1.377571997E1
1.649957825E1,5.365292816E0,-1.277922546E1,-1.432670746E0,1.393368278E1
1.650962425E1,8.153394928E0,-1.164323776E1,-2.027084656E0,1.435799104E1
1.651967125E1,1.086276077E1,-1.007943970E1,-1.781744843E0,1.492545781E1
1.652971825E1,1.320613770E1,-8.235424347E0,-1.413510590E0,1.562761336E1
1.653976525E1,1.492725861E1,-6.209986267E0,-9.467811584E-1,1.619516513E1
1.654981225E1,1.666185150E1,-3.964954834E0,-8.053253174E-2,1.712730708E1
1.655985825E1,1.872411301E1,-1.224304047E0,1.719324646E0,1.884270165E1
1.656990525E1,2.037772430E1,2.107467499E0,3.650009766E0,2.080902781E1
1.657995225E1,2.161175812E1,5.268144836E0,4.497397614E0,2.269466951E1
1.658999925E1,2.072500214E1,7.687264252E0,4.423750763E0,2.254305472E1
1.660004625E1,1.818508392E1,9.455537109E0,3.678750000E0,2.082396842E1
1.661009325E1,1.579949478E1,1.041549088E1,2.521356812E0,1.909093308E1
1.662013925E1,1.443568085E1,1.075079361E1,2.541864166E0,1.817772038E1
1.663018625E1,1.420156769E1,1.097697327E1,3.723357239E0,1.833144446E1
1.664023325E1,1.430455353E1,1.139969421E1,5.250481567E0,1.902999833E1
1.665028025E1,1.432790497E1,1.150342850E1,6.173911285E0,1.938388270E1
1.666032725E1,1.370729553E1,1.102008362E1,6.737189941E0,1.883406281E1
1.667037325E1,1.157587784E1,9.904004517E0,7.238048401E0,1.686652299E1
1.668042025E1,8.102351074E0,8.451275482E0,7.003186798E0,1.364246222E1
1.669046725E1,4.691843262E0,7.543862457E0,6.448739777E0,1.097768184E1
1.670051425E1,2.705324249E0,7.887398071E0,6.900500336E0,1.082343441E1
1.671056125E1,3.861669617E0,8.939859467E0,9.217532043E0,1.340882085E1
1.672060725E1,9.703870697E0,9.436227264E0,1.304671921E1,1.879958440E1
1.673065425E1,1.860076950E1,9.859397278E0,2.084131027E1,2.962358106E1
1.674070125E1,2.813639008E1,8.599617004E0,3.066583008E1,4.249709394E1
1.675074825E1,3.453019409E1,7.606582031E0,3.717354721E1,5.130367440E1
1.676079525E1,3.722249542E1,8.738528137E0,3.736035873E1,5.345720199E1
1.677084225E1,3.777574493E1,9.605824585E0,3.380974228E1,5.159823102E1
1.678088825E1,3.725153503E1,9.579928436E0,2.955304413E1,4.850602342E1
1.679093525E1,3.523702423E1,9.753717041E0,2.606424911E1,4.490131351E1
1.680098225E1,3.199297028E1,9.545050964E0,2.342209351E1,4.078299412E1
1.681102925E1,2.811318832E1,9.181606750E0,2.089474915E1,3.621110054E1
1.682107625E1,2.419957672E1,8.735234985E0,1.804048462E1,3.142264994E1
1.683112225E1,2.073488159E1,8.053552551E0,1.451771027E1,2.656235936E1
1.684116925E1,1.802207291E1,7.636519775E0,1.086545517E1,2.238681894E1
1.685121625E1,1.624871063E1,7.422165527E0,8.124055939E0,1.962420503E1
1.686126325E1,1.553574326E1,7.009773102E0,6.640790405E0,1.829197460E1
1.687131025E1,1.521017029E1,6.327491913E0,6.209237823E0,1.760514324E1
1.688135625E1,1.473206451E1,5.447022858E0,6.298751678E0,1.692270828E1
1.689140325E1,1.434601730E1,4.306095428E0,6.308481445E0,1.625261851E1
1.690145025E1,1.431488205E1,3.133583679E0,6.123765564E0,1.588192997E1
1.691149725E1,1.426773010E1,2.035018158E0,5.807772675E0,1.553832824E1
1.692154425E1,1.418091064E1,7.964936829E-1,5.321434021E0,1.516740877E1
1.693159025E1,1.400442764E1,-5.330415344E-1,4.646637268E0,1.476480155E1
1.694163725E1,1.392419449E1,-2.001787262E0,4.401596832E0,1.473989142E1
1.695168425E1,1.382480118E1,-3.758534088E0,4.575385437E0,1.503947665E1
1.696173125E1,1.325792999E1,-5.720803528E0,4.993615723E0,1.527862882E1
1.697177825E1,1.227836700E1,-7.674540710E0,5.439239044E0,1.546745592E1
1.698182425E1,1.075094330E1,-9.374256134E0,5.619015198E0,1.533077923E1
1.699187125E1,8.902586975E0,-1.044647644E1,4.950205994E0,1.459073214E1
1.700191825E1,7.650590515E0,-1.085123474E1,3.919898529E0,1.384364241E1
1.701196525E1,7.041956177E0,-1.084479813E1,3.298390961E0,1.334459352E1
1.702201225E1,6.633305969E0,-1.057580750E1,3.021766205E0,1.284443550E1
1.703205825E1,6.353238373E0,-1.037702087E1,2.126627655E0,1.235187213E1
1.704210525E1,5.846991119E0,-1.034319122E1,5.908213806E-1,1.189613297E1
1.705215225E1,4.172273712E0,-1.046294220E1,-1.220262451E0,1.133005154E1
1.706219925E1,5.177732849E-1,-1.096694412E1,-3.464096375E0,1.151268501E1
1.707224625E1,-4.916675720E0,-1.123937759E1,-5.693260803E0,1.352444185E1
1.708229325E1,-1.100885696E1,-1.099628311E1,-6.338868256E0,1.680161970E1
1.709233925E1,-1.640812912E1,-1.043599823E1,-5.575156403E0,2.022916531E1
1.710238625E1,-1.916195251E1,-1.105062012E1,-4.340972900E0,2.254197584E1
1.711243325E1,-2.026665527E1,-1.159294235E1,-2.872526550E0,2.352413733E1
1.712248025E1,-2.015573593E1,-1.134026779E1,-8.581654358E-1,2.314285662E1
1.713252625E1,-1.790441757E1,-1.144804367E1,2.248623962E0,2.137012359E1
1.714257325E1,-1.451860840E1,-1.219154755E1,5.392536163E0,1.971048624E1
1.715262025E1,-1.075483521E1,-1.253583160E1,8.148455200E0,1.841767837E1
1.716266725E1,-6.784491577E0,-1.246443008E1,9.845925293E0,1.727233592E1
1.717271425E1,-2.956202545E0,-1.207898163E1,1.033031799E1,1.616652098E1
1.718276125E1,3.403921509E-1,-1.157677597E1,9.602232056E0,1.504461595E1
1.719280725E1,3.079546051E0,-1.124805954E1,8.141569519E0,1.422278459E1
1.720285171E1,5.431305542E0,-1.084045715E1,6.840624847E0,1.392152073E1
1.721289871E1,7.758067017E0,-1.015188904E1,6.200256500E0,1.420181804E1
1.722294571E1,1.016790573E1,-9.064699860E0,6.528823242E0,1.510564873E1
1.723299271E1,1.243284576E1,-7.692802734E0,7.266788635E0,1.632669853E1
1.724303871E1,1.447474960E1,-5.809718628E0,7.698490906E0,1.739361862E1
1.725308571E1,1.620574997E1,-3.673361206E0,7.645800476E0,1.829147833E1
1.726313271E1,1.731404526E1,-1.516197052E0,7.072193298E0,1.876408630E1
1.727317971E1,1.740625351E1,5.345384216E-1,5.952371979E0,1.840364433E1
1.728322671E1,1.627715149E1,2.172432404E0,4.707859955E0,1.708300525E1
1.729327271E1,1.461425949E1,3.526815948E0,4.061054993E0,1.557264200E1
1.730331971E1,1.358529922E1,4.731959839E0,4.139791260E0,1.496962493E1
1.731336671E1,1.328756836E1,6.022875366E0,4.606670380E0,1.529888599E1
1.732341371E1,1.308982956E1,7.000492401E0,6.179000702E0,1.607888620E1
1.733346071E1,1.246802261E1,7.196734314E0,8.521180115E0,1.672886975E1
1.734350671E1,1.088491470E1,7.311395874E0,1.021311172E1,1.662063563E1
1.735355371E1,8.770711212E0,7.344776459E0,1.041114990E1,1.546813365E1
1.736360071E1,6.898853760E0,7.148983612E0,1.023272095E1,1.426221329E1
1.737364771E1,5.394482117E0,6.954088898E0,1.086306015E1,1.398091075E1
1.738369471E1,4.243226166E0,6.985673218E0,1.227193039E1,1.474465578E1
1.739374071E1,3.498225403E0,7.152725830E0,1.460482910E1,1.663430494E1
1.740378771E1,3.563190308E0,7.553143158E0,1.778601379E1,1.964913696E1
1.741383471E1,4.895270233E0,7.879314880E0,2.129995651E1,2.323220655E1
1.742388171E1,8.524024200E0,7.704179077E0,2.467723343E1,2.722093337E1
1.743392871E1,1.544443314E1,7.657625885E0,3.026646057E1,3.483142812E1
1.744397471E1,2.427636703E1,7.400760040E0,3.729180130E1,4.510866535E1
